VIDEO_ID,KEYWORD_ID,TITLE,DESCRIPTION,CHANNEL_TITLE,PUBLISHED_AT,DURATION,VIEW_COUNT,LIKE_COUNT,COMMENT_COUNT,PLATFORM
띠미_ddimmi_20250523,16,해외에서 난리난 브라질 치즈빵 이거 꼭 드세요!,,띠미 ddimmi,2025-05-23,PT49S,928955,17297,105,youtube
띠미_ddimmi_20250521,25,젼언니님표 NEW 연어캔디! 과연 맛있을까? @jeon_unni,,띠미 ddimmi,2025-05-21,PT54S,2213236,41913,144,youtube
띠미_ddimmi_20250517,26,마인크래프트 라바치킨 만들기 @charmingjo #lavachicken,,띠미 ddimmi,2025-05-17,PT44S,5555818,59149,394,youtube
띠미_ddimmi_20250513,356,오믈렛 도전기 1일차... 바로 성공...? (퉁퉁퉁x3 사후르가 도와줌ㄷㄷㄷ),,띠미 ddimmi,2025-05-13,PT51S,332903,4252,66,youtube
띠미_ddimmi_20250510,81,전남친 토스트 유행에 전남친 스프레드가 나왔다고? 과연 맛은?,,띠미 ddimmi,2025-05-10,PT50S,1157968,14997,56,youtube
띠미_ddimmi_20250504,14,마라탕 국물로 국수를 만들면 어떻게 될까?,,띠미 ddimmi,2025-05-04,PT48S,1200135,18289,86,youtube
띠미_ddimmi_20250502,81,한국에는 없는 일본 배스킨라빈스 신기한 맛 다 먹어봤다,,띠미 ddimmi,2025-05-02,PT55S,1636804,25853,173,youtube
띠미_ddimmi_20250430,25,요즘 유행하는 연어 깍두기 100배 맛있게 먹는법,,띠미 ddimmi,2025-04-30,PT38S,2326269,28515,70,youtube
띠미_ddimmi_20250429,70,성공률 0% 테무산 만두기계 댓글에 하라는 대로 해봤더니;;;,,띠미 ddimmi,2025-04-29,PT49S,4051891,48125,190,youtube
띠미_ddimmi_20250425,16,오래된 딱딱한 빵으로 최고급 푸딩을?,,띠미 ddimmi,2025-04-25,PT47S,453423,6556,42,youtube
띠미_ddimmi_20250424,9,1년 동안 나를 괴롭혔던 이 요리…,,띠미 ddimmi,2025-04-24,PT50S,1947375,29895,85,youtube
띠미_ddimmi_20250421,26,남은 치킨을 처리하는 최고의 방법,,띠미 ddimmi,2025-04-21,PT47S,832179,10326,68,youtube
띠미_ddimmi_20250418,97,중국쫀드기 라티아오 기름에 팝콘을 튀기면?,,띠미 ddimmi,2025-04-18,PT50S,3567257,44981,225,youtube
띠미_ddimmi_20250415,12,이탈리아 음식 유튜버에게 뱀피자를 만들어달라고 했다 @수저,,띠미 ddimmi,2025-04-15,PT50S,1267059,19668,70,youtube
띠미_ddimmi_20250414,9,라이스페이퍼 요리의 끝,,띠미 ddimmi,2025-04-14,PT44S,730499,10870,67,youtube
띠미_ddimmi_20250411,4,세상에서 제일 신기한 튀김을 먹어봤다,레시피  • 옥수수전분 85g  • 밀가루 20g  • 베이킹파우더 4g  • 물 45ml  • 식용유 120ml  • 달걀 흰자 3개 (약 90g),띠미 ddimmi,2025-04-11,PT47S,665450,8686,58,youtube
띠미_ddimmi_20250409,70,성공률 0% 만두기계를 사용해봤다,,띠미 ddimmi,2025-04-09,PT37S,2427321,27450,195,youtube
띠미_ddimmi_20250328,26,요즘 이 치킨이 1등이라는데 맞나요?,,띠미 ddimmi,2025-03-28,PT42S,539787,9038,87,youtube
띠미_ddimmi_20250325,8,해외에서 난리난 요거트 파스타,,띠미 ddimmi,2025-03-25,PT49S,363811,8378,45,youtube
띠미_ddimmi_20250320,9,챗지피티가 시키는 대로 양파요리를 했더니..,,띠미 ddimmi,2025-03-20,PT48S,762024,16371,87,youtube
띠미_ddimmi_20250316,3,충격적인 배스킨라빈스 디저트 레시피 공개!!!,,띠미 ddimmi,2025-03-16,PT42S,1965392,41271,190,youtube
띠미_ddimmi_20250315,57,지금 해외에서 난리난 양파칩의 재발견,,띠미 ddimmi,2025-03-15,PT47S,367551,9873,131,youtube
띠미_ddimmi_20250311,49,소스로 캐비어를 만드는 진짜 방법을 알아냈다,,띠미 ddimmi,2025-03-11,PT47S,974278,18570,90,youtube
띠미_ddimmi_20250307,57,지금 해외에서 난리인 양파칩 꼭 드세요!,,띠미 ddimmi,2025-03-07,PT41S,2420463,60361,211,youtube
띠미_ddimmi_20250306,45,추성훈 스테이크의 실체 ​⁠@수저,,띠미 ddimmi,2025-03-06,PT45S,3706489,65821,283,youtube
띠미_ddimmi_20250301,98,부자들도 못 사 먹는 이 케비어를 아시나요?,,띠미 ddimmi,2025-03-01,PT44S,650086,16217,82,youtube
띠미_ddimmi_20250228,7,중국언니들이 먹는 이상한 비누의 정체,,띠미 ddimmi,2025-02-28,PT50S,1578061,31936,102,youtube
띠미_ddimmi_20250225,4,주작같은 유튜버 케이크 레시피 과연 될까?,,띠미 ddimmi,2025-02-25,PT44S,940286,26747,113,youtube
띠미_ddimmi_20250223,2,편의점에 나온 유튜브 유행간식들 정말 똑같을까?,,띠미 ddimmi,2025-02-23,PT52S,823921,21982,145,youtube
띠미_ddimmi_20250222,26,세계최초(인줄 알았던) 신기한 치킨을 만들었다..,,띠미 ddimmi,2025-02-22,PT43S,2960423,65506,425,youtube
띠미_ddimmi_20250219,63,불닭볶음면 판매 중단?!,,띠미 ddimmi,2025-02-19,PT44S,235905,4775,142,youtube
띠미_ddimmi_20250215,53,태국에서 난리난 이 소세지 꼭 드셔보세요!,,띠미 ddimmi,2025-02-15,PT46S,4812679,87412,588,youtube
띠미_ddimmi_20250213,6,발렌타인데이에 꼭 먹어야 할 반짝반짝 빛나는 신기한 초콜릿🍫✨,[태깅된 제품을 구매하실 경우 소정의 수수료가 크리에이터에게 지급될 수 있습니다],띠미 ddimmi,2025-02-13,PT42S,916037,25417,184,youtube
띠미_ddimmi_20250212,22,통스팸으로 라면을 끓여봤다,,띠미 ddimmi,2025-02-12,PT41S,3043607,44428,526,youtube
띠미_ddimmi_20250208,5,지금 난리난 깨먹는 장원영 케이크,,띠미 ddimmi,2025-02-08,PT52S,906678,25000,2140,youtube
띠미_ddimmi_20250204,33,미국에서 대박난 두바이초코 딸기,,띠미 ddimmi,2025-02-04,PT48S,463542,13934,92,youtube
띠미_ddimmi_20250130,15,이 틱톡과일 꼭 드셔보세요!,,띠미 ddimmi,2025-01-30,PT54S,1590274,35668,305,youtube
띠미_ddimmi_20250128,40,아무 것도 모르는 일본인 친구와 떡국을 만들면 어떻게 될까?,,띠미 ddimmi,2025-01-28,PT51S,752713,24002,68,youtube
띠미_ddimmi_20250127,22,달걀 노른자안에 라면이요?,이 콘텐츠는 VOLI의 AI보이스를 활용하여 제작되었습니다. https://voli.ai,띠미 ddimmi,2025-01-27,PT44S,1208757,33574,106,youtube
띠미_ddimmi_20250126,5,130만 유튜버 이사장님이 만든 수건케이크 과연 맛있을까?,,띠미 ddimmi,2025-01-26,PT50S,779202,21687,81,youtube
띠미_ddimmi_20250122,2,2025년도 신기한 중국간식 다 갖고옴,,띠미 ddimmi,2025-01-22,PT1M29S,752041,16822,103,youtube
띠미_ddimmi_20250119,45,추성훈님의 ‘일본 최고의 스테이크’ 비법을 알아냈다…,,띠미 ddimmi,2025-01-19,PT45S,1561591,40669,216,youtube
띠미_ddimmi_20250115,168,지금 난리난 2000만 조회수 곶감 바쓰 도전,,띠미 ddimmi,2025-01-15,PT44S,315576,8791,74,youtube
띠미_ddimmi_20250109,21,달걀 노른자안에 밥이요?,,띠미 ddimmi,2025-01-09,PT40S,1314495,40798,133,youtube
띠미_ddimmi_20250107,5,한국 수건케이크는 중국 수건케이크랑 얼마나 다를까?,,띠미 ddimmi,2025-01-07,PT1M22S,739437,20814,42,youtube
띠미_ddimmi_20250105,40,똥손 잼민이들과 함께 떡볶이를 만들면 어떻게 될까?,,띠미 ddimmi,2025-01-05,PT58S,1925292,45086,195,youtube
띠미_ddimmi_20241228,12,1분으로 보는 2024년도 유행음식 총정리,,띠미 ddimmi,2024-12-28,PT1M22S,1553380,45370,400,youtube
띠미_ddimmi_20241223,16,우유에 말아먹으면 치즈로 변한다는 중국 식빵,,띠미 ddimmi,2024-12-23,PT40S,1925374,56058,275,youtube
띠미_ddimmi_20241219,6,감귤초콜릿 줬다가 짝남한테 차인 사연...,,띠미 ddimmi,2024-12-19,PT38S,312285,5403,151,youtube
띠미_ddimmi_20241217,5,한국에는 없는 중국 신기한 수건케이크를 싹 다 먹어봤다,,띠미 ddimmi,2024-12-17,PT49S,1108388,32150,136,youtube
띠미_ddimmi_20241216,739,세상에서 제일 싼 마라탕을 먹어보자,,띠미 ddimmi,2024-12-16,PT43S,3512024,82311,260,youtube
띠미_ddimmi_20241212,1,중국먹방에서 먹는 신기한 중국 벽돌,,띠미 ddimmi,2024-12-12,PT38S,1494724,43222,246,youtube
띠미_ddimmi_20241210,5,중국가서 진짜 중국 용암케이크를 먹어봤는데..,,띠미 ddimmi,2024-12-10,PT50S,6120050,119397,416,youtube
띠미_ddimmi_20241209,5,중국가서 고기 수건케이크 먹은 여자,,띠미 ddimmi,2024-12-09,PT52S,1079344,35588,94,youtube
띠미_ddimmi_20241207,59,똥손 유튜버 5명이 찜닭을 만들면 어떻게 될까?,,띠미 ddimmi,2024-12-07,PT43S,1188177,32904,101,youtube
띠미_ddimmi_20241204,9,냉동피자로 50만원 미슐랭 최고급 요리 만들기,,띠미 ddimmi,2024-12-04,PT38S,1109315,38669,154,youtube
띠미_ddimmi_20241129,2,지금 유행하는 신기한 일본 간식 다 먹어보기,,띠미 ddimmi,2024-11-29,PT1M33S,889897,22341,71,youtube
띠미_ddimmi_20241127,31,떡볶이 과자로 떡볶이 만들기,,띠미 ddimmi,2024-11-27,PT45S,211983,6309,143,youtube
띠미_ddimmi_20241126,5,중국 수건케이크에 이은 중국 수건피자🍕,,띠미 ddimmi,2024-11-26,PT49S,293935,10153,80,youtube
띠미_ddimmi_20241123,23,피자맛 과자로 진짜 피자 만들기🍕,,띠미 ddimmi,2024-11-23,PT36S,307979,11070,162,youtube
띠미_ddimmi_20241122,5,중국인들만 먹는 신기한 중국 수건케이크 @나도Nado,,띠미 ddimmi,2024-11-22,PT52S,2401256,70960,207,youtube
띠미_ddimmi_20241121,16,붕어빵 과자로 붕어빵 만들기,,띠미 ddimmi,2024-11-21,PT53S,355684,10899,54,youtube
띠미_ddimmi_20241108,28,요즘 유행하는 쫀득쿠키로 이거 만들어보세요!,,띠미 ddimmi,2024-11-08,PT49S,397899,10510,62,youtube
띠미_ddimmi_20241107,31,타코야끼 과자로 타코야끼 만들기,,띠미 ddimmi,2024-11-07,PT47S,1218268,38588,159,youtube
띠미_ddimmi_20241105,40,떡볶이 소스로 양념게장을 만들었더니 심상치않다…,,띠미 ddimmi,2024-11-05,PT49S,471998,13293,71,youtube
띠미_ddimmi_20241103,735,초대왕 하리보로 요즘 유행하는 하리보 코하쿠토 만들기,,띠미 ddimmi,2024-11-03,PT49S,705163,22390,73,youtube
띠미_ddimmi_20241101,139,중국인들만 먹는 신기한 거북이 버블티,,띠미 ddimmi,2024-11-01,PT47S,1249438,33139,195,youtube
띠미_ddimmi_20241029,19,안 녹는 아이스크림을 얼리면 생기는 일,,띠미 ddimmi,2024-10-29,PT39S,321924,8377,35,youtube
띠미_ddimmi_20241025,19,완전 신기한 안 녹는 아이스크림🍦,,띠미 ddimmi,2024-10-25,PT45S,848454,25714,102,youtube
띠미_ddimmi_20241023,293,야매 리본캔디! 리본캔디 안 사 먹어도 될까?,,띠미 ddimmi,2024-10-23,PT50S,834594,20210,85,youtube
띠미_ddimmi_20241019,26,요즘 이 치킨이 제일 잘 나가는 거 맞나요?,,띠미 ddimmi,2024-10-19,PT40S,218748,5938,84,youtube
띠미_ddimmi_20241018,179,4시간 걸려 완성한 츄러스 그냥 사드세요..,,띠미 ddimmi,2024-10-18,PT48S,1024131,42123,3155,youtube
띠미_ddimmi_20241016,5,성심당 신메뉴 케이크 알밤시루 한국에서 1등으로 먹은 사연,,띠미 ddimmi,2024-10-16,PT50S,584621,17480,121,youtube
띠미_ddimmi_20241015,75,신기한 리본캔디 100배 맛있게 먹는 2가지 방법,,띠미 ddimmi,2024-10-15,PT42S,1827523,42220,184,youtube
띠미_ddimmi_20241009,5,중국인들만 먹는 신기한 중국 용암케이크🌋,,띠미 ddimmi,2024-10-09,PT46S,1396253,40522,233,youtube
띠미_ddimmi_20241006,9,초간단 흑백요리사 밤 티라미수,,띠미 ddimmi,2024-10-06,PT39S,227480,6675,42,youtube
띠미_ddimmi_20241004,9,흑백요리사 58000원 캐비어알밥 5분만에 만들기 가능?,,띠미 ddimmi,2024-10-04,PT50S,1063569,34203,78,youtube
띠미_ddimmi_20240929,81,소금불판 나보다 맛있게 먹는 사람 없을듯,,띠미 ddimmi,2024-09-29,PT47S,816597,21756,82,youtube
띠미_ddimmi_20240928,9,흑백요리사 비빔대왕도 극찬할 비빔밥 푸딩,,띠미 ddimmi,2024-09-28,PT42S,518431,11902,101,youtube
띠미_ddimmi_20240924,5,성심당 다음 신메뉴 과일 시루케이크?!,,띠미 ddimmi,2024-09-24,PT48S,305449,9515,249,youtube
띠미_ddimmi_20240919,40,떡볶이에 미쳐서 드디어 떡볶이 가게를 차린 여자,,띠미 ddimmi,2024-09-19,PT36S,1352385,33048,151,youtube
띠미_ddimmi_20240911,6,"요즘 유행인 마쉬멜로스모어 초콜릿! 단 1,000원으로 만드는 법",,띠미 ddimmi,2024-09-11,PT40S,366812,9171,244,youtube
띠미_ddimmi_20240910,50,공차 신메뉴 짜장펄볶이.. 이제는 저한테 해명해주셔야죠,,띠미 ddimmi,2024-09-10,PT43S,1711048,48077,251,youtube
띠미_ddimmi_20240825,6,두바이초콜릿 다음 유행인 스웨덴 캔디🍭,,띠미 ddimmi,2024-08-25,PT49S,1620092,46633,149,youtube
띠미_ddimmi_20240821,5,8시간 기다려서 받은 요즘 난리난 성심당 무화과 케이크,,띠미 ddimmi,2024-08-21,PT44S,1543719,40900,325,youtube
띠미_ddimmi_20240818,6,두바이초콜릿피자.. 이러다 죽을 것 같습니다,,띠미 ddimmi,2024-08-18,PT43S,782001,24137,72,youtube
띠미_ddimmi_20240815,3,미쳐버린 두바이초콜릿 디저트들 근황 ㄷㄷ,,띠미 ddimmi,2024-08-15,PT48S,1143439,32404,146,youtube
띠미_ddimmi_20240812,2,남은 중국간식 100배 더 맛있게 먹는법,,띠미 ddimmi,2024-08-12,PT39S,1090683,26254,109,youtube
띠미_ddimmi_20240807,2,유튜브 간식창고 털어서 두바이 초콜릿 빙수 만든 슬픈 사연..,,띠미 ddimmi,2024-08-07,PT44S,1666655,69655,199,youtube
띠미_ddimmi_20240802,2,유튜브 간식창고 털어서 머랭쿠키 100인분,,띠미 ddimmi,2024-08-02,PT46S,1235044,50321,200,youtube
